Station Name,Time Period,Avg Daily Entries,Date
Takoma,Evening (7pm-12am),0.2,3/23/2024
Suitland,Evening (7pm-12am),0.1,3/23/2024
Stadium-Armory,Evening (7pm-12am),0.2,3/23/2024
Spring Hill,Evening (7pm-12am),0.1,3/23/2024
Southern Ave,Evening (7pm-12am),0.2,3/23/2024
Smithsonian,Evening (7pm-12am),1.3,3/23/2024
Silver Spring,Evening (7pm-12am),0.8,3/23/2024
Shaw-Howard U,Evening (7pm-12am),0.6,3/23/2024
Shady Grove,Evening (7pm-12am),0.3,3/23/2024
Rosslyn,Evening (7pm-12am),0.9,3/23/2024
Ronald Reagan Washington National Airport,Evening (7pm-12am),1.3,3/23/2024
Rockville,Evening (7pm-12am),0.2,3/23/2024
Rhode Island Ave,Evening (7pm-12am),0.5,3/23/2024
Reston Town Center,Evening (7pm-12am),0.1,3/23/2024
Potomac Yard,Evening (7pm-12am),0.1,3/23/2024
Potomac Ave,Evening (7pm-12am),0.3,3/23/2024
Pentagon City,Evening (7pm-12am),1.4,3/23/2024
Pentagon,Evening (7pm-12am),0.2,3/23/2024
North Bethesda,Evening (7pm-12am),0.2,3/23/2024
NoMa-Gallaudet U,Evening (7pm-12am),1.5,3/23/2024
New Carrollton,Evening (7pm-12am),0.2,3/23/2024
Naylor Road,Evening (7pm-12am),0.1,3/23/2024
Navy Yard-Ballpark,Evening (7pm-12am),3.9,3/23/2024
Mt Vernon Sq,Evening (7pm-12am),0.8,3/23/2024
Morgan Boulevard,Evening (7pm-12am),0,3/23/2024
Minnesota Ave,Evening (7pm-12am),0.1,3/23/2024
Metro Center,Evening (7pm-12am),2.8,3/23/2024
Medical Center,Evening (7pm-12am),0.1,3/23/2024
McPherson Sq,Evening (7pm-12am),0.9,3/23/2024
McLean,Evening (7pm-12am),0.2,3/23/2024
Loudoun Gateway,Evening (7pm-12am),0,3/23/2024
Landover,Evening (7pm-12am),0,3/23/2024
L'Enfant Plaza,Evening (7pm-12am),1.3,3/23/2024
ing St-Old Town,Evening (7pm-12am),0.6,3/23/2024
Judiciary Square,Evening (7pm-12am),0.3,3/23/2024
Innovation Center,Evening (7pm-12am),0.1,3/23/2024
Hyattsville Crossing,Evening (7pm-12am),0.4,3/23/2024
Huntington,Evening (7pm-12am),0.2,3/23/2024
Herndon,Evening (7pm-12am),0,3/23/2024
Grosvenor-Strathmore,Evening (7pm-12am),0.1,3/23/2024
Greensboro,Evening (7pm-12am),0.1,3/23/2024
Greenbelt,Evening (7pm-12am),0.2,3/23/2024
Glenmont,Evening (7pm-12am),0.2,3/23/2024
Georgia Ave-Petworth,Evening (7pm-12am),0.5,3/23/2024
Gallery Place,Evening (7pm-12am),6.5,3/23/2024
Friendship Heights,Evening (7pm-12am),0.4,3/23/2024
Franconia-Springfield,Evening (7pm-12am),0.2,3/23/2024
Fort Totten,Evening (7pm-12am),0.4,3/23/2024
Forest Glen,Evening (7pm-12am),0.1,3/23/2024
Foggy Bottom-GWU,Evening (7pm-12am),2.6,3/23/2024
Federal Triangle,Evening (7pm-12am),0.3,3/23/2024
Federal Center SW,Evening (7pm-12am),0.1,3/23/2024
Farragut West,Evening (7pm-12am),0.8,3/23/2024
Farragut North,Evening (7pm-12am),1.1,3/23/2024
Eisenhower Ave,Evening (7pm-12am),0.1,3/23/2024
Eastern Market,Evening (7pm-12am),0.8,3/23/2024
East Falls Church,Evening (7pm-12am),0.2,3/23/2024
Dupont Circle,Evening (7pm-12am),2.4,3/23/2024
Dunn Loring,Evening (7pm-12am),0.2,3/23/2024
Dulles Airport,Evening (7pm-12am),0.7,3/23/2024
Downtown Largo,Evening (7pm-12am),0.1,3/23/2024
Deanwood,Evening (7pm-12am),0.1,3/23/2024
Crystal City,Evening (7pm-12am),0.5,3/23/2024
Court House,Evening (7pm-12am),0.6,3/23/2024
Congress Heights,Evening (7pm-12am),0.1,3/23/2024
Columbia Heights,Evening (7pm-12am),1.3,3/23/2024
College Park-U of Md,Evening (7pm-12am),0.2,3/23/2024
Cleveland Park,Evening (7pm-12am),0.6,3/23/2024
Clarendon,Evening (7pm-12am),0.8,3/23/2024
Cheverly,Evening (7pm-12am),0,3/23/2024
Capitol South,Evening (7pm-12am),0.2,3/23/2024
Capitol Heights,Evening (7pm-12am),0.1,3/23/2024
Brookland-CUA,Evening (7pm-12am),0.5,3/23/2024
Branch Ave,Evening (7pm-12am),0.2,3/23/2024
Braddock Road,Evening (7pm-12am),0.2,3/23/2024
Bethesda,Evening (7pm-12am),0.5,3/23/2024
Benning Road,Evening (7pm-12am),0.2,3/23/2024
Ballston-MU,Evening (7pm-12am),0.8,3/23/2024
Ashburn,Evening (7pm-12am),0.1,3/23/2024
Arlington Cemetery,Evening (7pm-12am),0,3/23/2024
Archives,Evening (7pm-12am),0.6,3/23/2024
Anacostia,Evening (7pm-12am),0.3,3/23/2024
Addison Road,Evening (7pm-12am),0.1,3/23/2024
Woodley Park,Late Night (12am-Close),0,3/23/2024
Wiehle-Reston East,Late Night (12am-Close),0,3/23/2024
Wheaton,Late Night (12am-Close),0,3/23/2024
West Hyattsville,Late Night (12am-Close),0,3/23/2024
West Falls Church,Late Night (12am-Close),0,3/23/2024
Waterfront,Late Night (12am-Close),0.1,3/23/2024
Virginia Sq-GMU,Late Night (12am-Close),0,3/23/2024
Vienna,Late Night (12am-Close),0,3/23/2024
Van Ness-UDC,Late Night (12am-Close),0,3/23/2024
Van Dorn Street,Late Night (12am-Close),0,3/23/2024
Union Station,Late Night (12am-Close),0,3/23/2024
U Street,Late Night (12am-Close),0.3,3/23/2024
Tysons,Late Night (12am-Close),0,3/23/2024
Twinbrook,Late Night (12am-Close),0,3/23/2024
Tenleytown-AU,Late Night (12am-Close),0,3/23/2024
Takoma,Late Night (12am-Close),0,3/23/2024
Suitland,Late Night (12am-Close),0,3/23/2024
Stadium-Armory,Late Night (12am-Close),0,3/23/2024
Spring Hill,Late Night (12am-Close),0,3/23/2024
Southern Ave,Late Night (12am-Close),0,3/23/2024
Smithsonian,Late Night (12am-Close),0,3/23/2024
Silver Spring,Late Night (12am-Close),0,3/23/2024
Shaw-Howard U,Late Night (12am-Close),0.1,3/23/2024
Shady Grove,Late Night (12am-Close),0,3/23/2024
Rosslyn,Late Night (12am-Close),0,3/23/2024
Ronald Reagan Washington National Airport,Late Night (12am-Close),0,3/23/2024
Rockville,Late Night (12am-Close),0,3/23/2024
Rhode Island Ave,Late Night (12am-Close),0,3/23/2024
Reston Town Center,Late Night (12am-Close),0,3/23/2024
Potomac Yard,Late Night (12am-Close),0,3/23/2024
Potomac Ave,Late Night (12am-Close),0,3/23/2024
Pentagon City,Late Night (12am-Close),0,3/23/2024
Pentagon,Late Night (12am-Close),0,3/23/2024
North Bethesda,Late Night (12am-Close),0,3/23/2024
NoMa-Gallaudet U,Late Night (12am-Close),0.1,3/23/2024
New Carrollton,Late Night (12am-Close),0,3/23/2024
Naylor Road,Late Night (12am-Close),0,3/23/2024
Navy Yard-Ballpark,Late Night (12am-Close),0.1,3/23/2024
Mt Vernon Sq,Late Night (12am-Close),0.1,3/23/2024
Morgan Boulevard,Late Night (12am-Close),0,3/23/2024
Minnesota Ave,Late Night (12am-Close),0,3/23/2024
Metro Center,Late Night (12am-Close),0.1,3/23/2024
Medical Center,Late Night (12am-Close),0,3/23/2024
McPherson Sq,Late Night (12am-Close),0.1,3/23/2024
McLean,Late Night (12am-Close),0,3/23/2024
Loudoun Gateway,Late Night (12am-Close),0,3/23/2024
Landover,Late Night (12am-Close),0,3/23/2024
L'Enfant Plaza,Late Night (12am-Close),0.1,3/23/2024
